logwavrest logwavobs lognuLnu logfnu
0.051 0.896 10.088 -0.529
0.053 0.898 10.128 -0.487
0.055 0.9 10.06 -0.553
0.057 0.902 10.057 -0.553
0.06 0.905 10.057 -0.551
0.062 0.907 10.057 -0.549
0.064 0.909 10.057 -0.547
0.066 0.911 10.057 -0.545
0.068 0.913 10.057 -0.543
0.07 0.915 10.057 -0.54
0.073 0.918 10.057 -0.538
0.075 0.92 10.057 -0.536
0.077 0.922 10.057 -0.534
0.079 0.924 10.057 -0.532
0.081 0.926 10.057 -0.53
0.083 0.928 10.056 -0.528
0.086 0.931 10.056 -0.526
0.088 0.933 10.056 -0.524
0.09 0.935 10.056 -0.522
0.092 0.937 10.056 -0.52
0.094 0.939 10.055 -0.518
0.096 0.941 10.055 -0.516
0.099 0.944 10.069 -0.5
0.101 0.946 10.057 -0.51
0.103 0.948 10.092 -0.473
0.105 0.95 10.209 -0.354
0.107 0.952 10.37 -0.191
0.109 0.954 10.325 -0.234
0.112 0.957 10.178 -0.379
0.114 0.959 10.08 -0.475
0.116 0.961 10.06 -0.492
0.118 0.963 10.052 -0.498
0.12 0.965 10.051 -0.496
0.122 0.967 10.057 -0.489
0.125 0.97 10.051 -0.493
0.127 0.972 10.05 -0.491
0.129 0.974 10.05 -0.49
0.131 0.976 10.049 -0.488
0.133 0.978 10.049 -0.486
0.135 0.98 10.048 -0.484
0.138 0.983 10.048 -0.483
0.14 0.985 10.047 -0.481
0.142 0.987 10.047 -0.48
0.144 0.989 10.046 -0.478
0.146 0.991 10.045 -0.476
0.148 0.993 10.045 -0.475
0.151 0.996 10.044 -0.473
0.153 0.998 10.044 -0.472
0.155 1.0 10.043 -0.47
0.157 1.002 10.042 -0.469
0.159 1.004 10.042 -0.467
0.161 1.006 10.041 -0.466
0.164 1.009 10.04 -0.464
0.166 1.011 10.04 -0.463
0.168 1.013 10.039 -0.461
0.17 1.015 10.038 -0.46
0.172 1.017 10.038 -0.458
0.174 1.019 10.037 -0.457
0.177 1.022 10.036 -0.455
0.179 1.024 10.035 -0.454
0.181 1.026 10.035 -0.453
0.183 1.028 10.034 -0.451
0.185 1.03 10.033 -0.45
0.187 1.032 10.032 -0.448
0.19 1.035 10.031 -0.447
0.192 1.037 10.031 -0.446
0.194 1.039 10.03 -0.444
0.196 1.041 10.029 -0.443
0.198 1.043 10.028 -0.442
0.2 1.045 10.027 -0.44
0.203 1.048 10.026 -0.439
0.205 1.05 10.025 -0.438
0.207 1.052 10.025 -0.437
0.209 1.054 10.024 -0.435
0.211 1.056 10.023 -0.434
0.213 1.058 10.022 -0.433
0.216 1.061 10.021 -0.432
0.218 1.063 10.02 -0.43
0.22 1.065 10.019 -0.429
0.222 1.067 10.018 -0.428
0.224 1.069 10.017 -0.427
0.226 1.071 10.031 -0.411
0.228 1.074 10.015 -0.425
0.231 1.076 10.014 -0.423
0.233 1.078 10.013 -0.422
0.235 1.08 10.012 -0.421
0.237 1.082 10.011 -0.42
0.239 1.084 10.02 -0.408
0.241 1.087 10.023 -0.403
0.244 1.089 10.008 -0.417
0.246 1.091 10.007 -0.416
0.248 1.093 10.006 -0.414
0.25 1.095 10.004 -0.413
0.252 1.097 10.003 -0.412
0.254 1.1 10.002 -0.411
0.257 1.102 10.001 -0.41
0.259 1.104 10.035 -0.374
0.261 1.106 10.005 -0.402
0.263 1.108 9.998 -0.407
0.265 1.11 9.997 -0.406
0.267 1.113 10.044 -0.356
0.27 1.115 10.247 -0.151
0.272 1.117 10.477 0.081
0.274 1.119 10.513 0.119
0.276 1.121 10.226 -0.166
0.278 1.123 10.062 -0.327
0.28 1.126 9.989 -0.399
0.283 1.128 9.988 -0.398
0.285 1.13 9.986 -0.397
0.287 1.132 9.997 -0.384
0.289 1.134 9.984 -0.395
0.291 1.136 9.983 -0.394
0.293 1.139 9.982 -0.393
0.296 1.141 9.981 -0.392
0.298 1.143 9.979 -0.391
0.3 1.145 9.978 -0.39
0.302 1.147 9.977 -0.389
0.304 1.149 9.976 -0.388
0.306 1.152 9.975 -0.387
0.309 1.154 9.974 -0.386
0.311 1.156 9.972 -0.385
0.313 1.158 9.971 -0.384
0.315 1.16 9.97 -0.383
0.317 1.162 9.969 -0.382
0.319 1.165 9.968 -0.381
0.322 1.167 9.967 -0.379
0.324 1.169 9.966 -0.378
0.326 1.171 9.965 -0.377
0.328 1.173 9.964 -0.376
0.33 1.175 9.963 -0.375
0.332 1.178 9.962 -0.374
0.335 1.18 9.961 -0.373
0.337 1.182 9.96 -0.372
0.339 1.184 9.959 -0.37
0.341 1.186 9.958 -0.369
0.343 1.188 9.957 -0.368
0.345 1.191 9.956 -0.367
0.348 1.193 9.955 -0.365
0.35 1.195 9.954 -0.364
0.352 1.197 9.953 -0.363
0.354 1.199 9.953 -0.361
0.356 1.201 9.952 -0.36
0.358 1.204 9.951 -0.358
0.361 1.206 9.951 -0.357
0.363 1.208 9.95 -0.355
0.365 1.21 9.95 -0.354
0.367 1.212 9.949 -0.352
0.369 1.214 9.949 -0.35
0.371 1.217 9.948 -0.348
0.374 1.219 9.948 -0.346
0.376 1.221 9.948 -0.345
0.378 1.223 9.947 -0.343
0.38 1.225 9.947 -0.341
0.382 1.227 9.947 -0.339
0.384 1.23 9.947 -0.336
0.387 1.232 9.947 -0.334
0.389 1.234 9.947 -0.332
0.391 1.236 9.948 -0.329
0.393 1.238 9.948 -0.327
0.395 1.24 9.948 -0.324
0.397 1.243 9.949 -0.322
0.4 1.245 9.949 -0.32
0.402 1.247 9.948 -0.318
0.404 1.249 9.948 -0.316
0.406 1.251 9.948 -0.314
0.408 1.253 9.948 -0.312
0.41 1.256 9.948 -0.309
0.413 1.258 9.949 -0.307
0.415 1.26 9.949 -0.304
0.417 1.262 9.95 -0.301
0.419 1.264 9.951 -0.298
0.421 1.266 9.952 -0.295
0.423 1.269 9.953 -0.292
0.426 1.271 9.954 -0.288
0.428 1.273 9.956 -0.285
0.43 1.275 9.957 -0.281
0.432 1.277 9.959 -0.277
0.434 1.279 9.961 -0.272
0.436 1.282 9.963 -0.268
0.439 1.284 9.966 -0.263
0.441 1.286 9.969 -0.259
0.443 1.288 9.971 -0.254
0.445 1.29 9.975 -0.248
0.447 1.292 9.978 -0.243
0.449 1.295 9.981 -0.237
0.452 1.297 9.985 -0.231
0.454 1.299 9.989 -0.225
0.456 1.301 9.993 -0.219
0.458 1.303 9.998 -0.212
0.46 1.305 10.002 -0.206
0.462 1.308 10.007 -0.199
0.465 1.31 10.012 -0.191
0.467 1.312 10.017 -0.184
0.469 1.314 10.023 -0.176
0.471 1.316 10.029 -0.168
0.473 1.318 10.035 -0.16
0.475 1.321 10.041 -0.152
0.478 1.323 10.047 -0.143
0.48 1.325 10.054 -0.134
0.482 1.327 10.061 -0.125
0.484 1.329 10.068 -0.116
0.486 1.331 10.075 -0.107
0.488 1.334 10.083 -0.097
0.491 1.336 10.09 -0.087
0.493 1.338 10.099 -0.077
0.495 1.34 10.107 -0.066
0.497 1.342 10.115 -0.056
0.499 1.344 10.124 -0.045
0.501 1.347 10.132 -0.034
0.504 1.349 10.141 -0.023
0.506 1.351 10.15 -0.012
0.508 1.353 10.16 -0.001
0.51 1.355 10.169 0.011
0.512 1.357 10.179 0.023
0.514 1.36 10.188 0.035
0.517 1.362 10.198 0.047
0.519 1.364 10.208 0.059
0.521 1.366 10.218 0.071
0.523 1.368 10.229 0.084
0.525 1.37 10.24 0.097
0.527 1.373 10.25 0.109
0.53 1.375 10.261 0.123
0.532 1.377 10.272 0.135
0.534 1.379 10.283 0.149
0.536 1.381 10.294 0.162
0.538 1.383 10.305 0.175
0.54 1.386 10.316 0.189
0.543 1.388 10.328 0.202
0.545 1.39 10.339 0.216
0.547 1.392 10.35 0.229
0.549 1.394 10.362 0.243
0.551 1.396 10.373 0.257
0.553 1.399 10.385 0.271
0.556 1.401 10.397 0.285
0.558 1.403 10.409 0.299
0.56 1.405 10.421 0.313
0.562 1.407 10.433 0.327
0.564 1.409 10.445 0.341
0.566 1.412 10.457 0.355
0.569 1.414 10.468 0.369
0.571 1.416 10.481 0.383
0.573 1.418 10.493 0.398
0.575 1.42 10.505 0.412
0.577 1.422 10.517 0.426
0.579 1.424 10.529 0.44
0.582 1.427 10.541 0.454
0.584 1.429 10.553 0.469
0.586 1.431 10.565 0.483
0.588 1.433 10.577 0.497
0.59 1.435 10.59 0.512
0.592 1.437 10.601 0.526
0.595 1.44 10.614 0.54
0.597 1.442 10.626 0.555
0.599 1.444 10.638 0.569
0.601 1.446 10.65 0.583
0.603 1.448 10.662 0.597
0.605 1.45 10.674 0.611
0.608 1.453 10.686 0.625
0.61 1.455 10.698 0.639
0.612 1.457 10.71 0.654
0.614 1.459 10.722 0.668
0.616 1.461 10.733 0.682
0.618 1.463 10.745 0.696
0.621 1.466 10.757 0.71
0.623 1.468 10.769 0.723
0.625 1.47 10.781 0.737
0.627 1.472 10.792 0.751
0.629 1.474 10.804 0.765
0.631 1.476 10.815 0.779
0.634 1.479 10.827 0.792
0.636 1.481 10.838 0.806
0.638 1.483 10.85 0.82
0.64 1.485 10.861 0.833
0.642 1.487 10.873 0.847
0.644 1.489 10.884 0.86
0.647 1.492 10.895 0.874
0.649 1.494 10.906 0.887
0.651 1.496 10.918 0.901
0.653 1.498 10.929 0.914
0.655 1.5 10.94 0.927
0.657 1.502 10.951 0.94
0.66 1.505 10.962 0.953
0.662 1.507 10.973 0.966
0.664 1.509 10.984 0.979
0.666 1.511 10.994 0.992
0.668 1.513 11.005 1.005
0.67 1.515 11.016 1.018
0.673 1.518 11.026 1.031
0.675 1.52 11.037 1.044
0.677 1.522 11.047 1.056
0.679 1.524 11.058 1.069
0.681 1.526 11.068 1.082
0.683 1.528 11.079 1.094
0.686 1.531 11.089 1.106
0.688 1.533 11.099 1.119
0.69 1.535 11.109 1.131
0.692 1.537 11.119 1.143
0.694 1.539 11.129 1.156
0.696 1.541 11.139 1.168
0.699 1.544 11.149 1.18
0.701 1.546 11.159 1.192
0.703 1.548 11.169 1.204
0.705 1.55 11.179 1.216
0.707 1.552 11.188 1.228
0.709 1.554 11.198 1.239
0.712 1.557 11.208 1.251
0.714 1.559 11.217 1.263
0.724 1.57 11.263 1.32
0.735 1.58 11.308 1.375
0.746 1.591 11.351 1.429
0.757 1.602 11.393 1.481
0.767 1.612 11.433 1.532
0.778 1.623 11.472 1.582
0.789 1.634 11.509 1.63
0.799 1.645 11.545 1.676
0.81 1.655 11.58 1.722
0.821 1.666 11.613 1.766
0.832 1.677 11.644 1.808
0.842 1.687 11.675 1.849
0.853 1.698 11.704 1.889
0.864 1.709 11.732 1.928
0.875 1.72 11.759 1.965
0.885 1.73 11.784 2.001
0.896 1.741 11.808 2.036
0.907 1.752 11.831 2.07
0.917 1.763 11.853 2.102
0.928 1.773 11.873 2.134
0.939 1.784 11.893 2.164
0.95 1.795 11.911 2.193
0.96 1.805 11.929 2.221
0.971 1.816 11.945 2.248
0.982 1.827 11.96 2.274
0.993 1.838 11.974 2.299
1.003 1.848 11.987 2.323
1.014 1.859 12.0 2.345
1.025 1.87 12.011 2.367
1.035 1.881 12.021 2.388
1.046 1.891 12.03 2.409
1.057 1.902 12.039 2.428
1.068 1.913 12.047 2.446
1.078 1.923 12.053 2.464
1.089 1.934 12.059 2.48
1.1 1.945 12.064 2.496
1.11 1.956 12.069 2.511
1.121 1.966 12.072 2.525
1.132 1.977 12.075 2.539
1.143 1.988 12.077 2.551
1.153 1.998 12.078 2.563
1.164 2.009 12.079 2.575
1.175 2.02 12.078 2.585
1.186 2.031 12.078 2.595
1.196 2.041 12.076 2.605
1.207 2.052 12.074 2.613
1.218 2.063 12.072 2.621
1.228 2.074 12.068 2.629
1.239 2.084 12.064 2.635
1.25 2.095 12.06 2.642
1.261 2.106 12.055 2.648
1.271 2.116 12.049 2.653
1.282 2.127 12.043 2.657
1.293 2.138 12.037 2.662
1.304 2.149 12.03 2.665
1.314 2.159 12.022 2.668
1.325 2.17 12.014 2.671
1.336 2.181 12.006 2.674
1.346 2.192 11.997 2.675
1.357 2.202 11.988 2.677
1.368 2.213 11.978 2.678
1.379 2.224 11.968 2.679
1.389 2.234 11.958 2.679
1.4 2.245 11.947 2.679
1.411 2.256 11.936 2.679
1.421 2.267 11.925 2.678
1.432 2.277 11.913 2.677
1.443 2.288 11.901 2.676
1.454 2.299 11.889 2.675
1.464 2.309 11.877 2.673
1.475 2.32 11.864 2.671
1.486 2.331 11.851 2.669
1.497 2.342 11.838 2.666
1.507 2.352 11.824 2.664
1.518 2.363 11.811 2.661
1.529 2.374 11.797 2.658
1.539 2.385 11.783 2.655
1.55 2.395 11.769 2.651
1.561 2.406 11.755 2.648
1.572 2.417 11.741 2.644
1.582 2.427 11.726 2.64
1.593 2.438 11.712 2.637
1.604 2.449 11.697 2.633
1.615 2.46 11.682 2.629
1.625 2.47 11.667 2.624
1.636 2.481 11.652 2.62
1.647 2.492 11.637 2.616
1.657 2.502 11.622 2.612
1.668 2.513 11.607 2.607
1.679 2.524 11.592 2.603
1.69 2.535 11.577 2.598
1.7 2.545 11.561 2.593
1.711 2.556 11.546 2.589
1.722 2.567 11.53 2.584
1.732 2.578 11.514 2.579
1.743 2.588 11.499 2.574
1.754 2.599 11.483 2.569
1.765 2.61 11.467 2.564
1.775 2.62 11.451 2.558
1.786 2.631 11.434 2.553
1.797 2.642 11.418 2.547
1.808 2.653 11.401 2.541
1.818 2.663 11.385 2.535
1.829 2.674 11.367 2.528
1.84 2.685 11.35 2.522
1.85 2.696 11.333 2.515
1.861 2.706 11.315 2.508
1.872 2.717 11.297 2.5
1.883 2.728 11.278 2.493
1.893 2.738 11.259 2.485
1.904 2.749 11.24 2.476
1.915 2.76 11.221 2.467
1.925 2.771 11.201 2.458
1.936 2.781 11.18 2.449
1.947 2.792 11.16 2.438
1.958 2.803 11.138 2.428
1.968 2.813 11.117 2.417
1.979 2.824 11.095 2.406
1.99 2.835 11.072 2.394
2.001 2.846 11.049 2.382
2.011 2.856 11.025 2.369
2.022 2.867 11.001 2.355
2.033 2.878 10.977 2.342
2.043 2.889 10.952 2.327
2.054 2.899 10.926 2.313
2.065 2.91 10.9 2.297
2.076 2.921 10.874 2.281
2.086 2.931 10.847 2.265
2.097 2.942 10.819 2.248
2.108 2.953 10.791 2.231
2.119 2.964 10.763 2.213
2.129 2.974 10.733 2.195
2.14 2.985 10.704 2.176
2.151 2.996 10.674 2.157
2.161 3.007 10.643 2.137
2.172 3.017 10.612 2.116
2.183 3.028 10.581 2.096
2.194 3.039 10.549 2.074
2.204 3.049 10.516 2.053
2.215 3.06 10.483 2.03
2.226 3.071 10.45 2.008
2.236 3.082 10.416 1.985
2.247 3.092 10.382 1.961
2.258 3.103 10.347 1.937
2.269 3.114 10.312 1.913
2.279 3.124 10.276 1.888
2.29 3.135 10.241 1.863
2.301 3.146 10.204 1.837
2.312 3.157 10.167 1.811
2.322 3.167 10.13 1.785
2.333 3.178 10.093 1.758
2.344 3.189 10.055 1.731
2.354 3.2 10.017 1.703
2.365 3.21 9.978 1.675
2.376 3.221 9.939 1.647
2.387 3.232 9.9 1.619
2.397 3.242 9.861 1.59
2.408 3.253 9.821 1.561
2.419 3.264 9.781 1.531
2.43 3.275 9.74 1.502
2.44 3.285 9.7 1.472
2.451 3.296 9.659 1.442
2.462 3.307 9.617 1.411
2.472 3.318 9.576 1.38
2.483 3.328 9.534 1.349
2.494 3.339 9.492 1.318
2.505 3.35 9.45 1.286
2.515 3.36 9.407 1.254
2.526 3.371 9.364 1.222
2.537 3.382 9.321 1.19
2.547 3.393 9.278 1.158
2.558 3.403 9.235 1.125
2.569 3.414 9.191 1.092
2.58 3.425 9.147 1.059
2.59 3.435 9.104 1.026
2.601 3.446 9.059 0.992
2.612 3.457 9.015 0.959
2.623 3.468 8.971 0.925
2.633 3.478 8.926 0.891
2.644 3.489 8.881 0.857
2.655 3.5 8.836 0.823
2.665 3.511 8.791 0.789
2.676 3.521 8.746 0.754
2.687 3.532 8.701 0.72
2.698 3.543 8.655 0.685
2.708 3.553 8.61 0.65
2.719 3.564 8.564 0.615
2.73 3.575 8.519 0.58
2.741 3.586 8.473 0.545
2.751 3.596 8.427 0.51
2.762 3.607 8.381 0.475
2.773 3.618 8.335 0.439
2.783 3.628 8.289 0.404
2.794 3.639 8.243 0.369
2.805 3.65 8.197 0.334
2.816 3.661 8.15 0.298
2.826 3.671 8.104 0.263
2.837 3.682 8.058 0.227
2.848 3.693 8.012 0.192
2.858 3.704 7.966 0.156
2.869 3.714 7.92 0.121
2.88 3.725 7.874 0.086
2.891 3.736 7.828 0.051
2.901 3.746 7.782 0.016
2.912 3.757 7.736 -0.019
2.923 3.768 7.691 -0.054
2.934 3.779 7.646 -0.089
2.944 3.789 7.6 -0.124
2.955 3.8 7.555 -0.158
2.966 3.811 7.51 -0.192
2.976 3.822 7.465 -0.226
2.987 3.832 7.421 -0.26
2.998 3.843 7.377 -0.293
3.009 3.854 7.333 -0.326
3.019 3.864 7.289 -0.359
3.03 3.875 7.246 -0.392
3.041 3.886 7.204 -0.423
3.051 3.897 7.161 -0.455
3.062 3.907 7.12 -0.486
3.073 3.918 7.078 -0.517
3.084 3.929 7.038 -0.547
3.094 3.939 6.997 -0.576
3.105 3.95 6.958 -0.605
3.116 3.961 6.919 -0.633
3.127 3.972 6.881 -0.661
3.137 3.982 6.843 -0.688
3.148 3.993 6.806 -0.714
3.159 4.004 6.77 -0.739
3.169 4.015 6.735 -0.763
3.18 4.025 6.701 -0.787
3.191 4.036 6.668 -0.809
3.202 4.047 6.636 -0.831
3.212 4.057 6.604 -0.851
3.223 4.068 6.574 -0.871
3.234 4.079 6.544 -0.89
3.245 4.09 6.516 -0.907
3.255 4.1 6.489 -0.924
3.266 4.111 6.462 -0.94
3.277 4.122 6.437 -0.954
3.287 4.133 6.413 -0.968
3.298 4.143 6.39 -0.98
3.309 4.154 6.367 -0.992
3.32 4.165 6.346 -1.002
3.33 4.175 6.326 -1.012
3.341 4.186 6.307 -1.02
3.352 4.197 6.288 -1.028
3.362 4.208 6.271 -1.034
3.373 4.218 6.255 -1.04
3.384 4.229 6.239 -1.045
3.395 4.24 6.224 -1.049
3.405 4.25 6.211 -1.052
3.416 4.261 6.197 -1.054
3.427 4.272 6.185 -1.056
3.438 4.283 6.174 -1.057
3.448 4.293 6.163 -1.057
3.459 4.304 6.152 -1.057
3.47 4.315 6.143 -1.056
3.48 4.326 6.134 -1.054
3.491 4.336 6.125 -1.051
3.502 4.347 6.118 -1.049
3.513 4.358 6.11 -1.045
3.523 4.368 6.103 -1.041
3.534 4.379 6.097 -1.037
3.545 4.39 6.091 -1.032
3.556 4.401 6.086 -1.027
3.566 4.411 6.081 -1.021
3.577 4.422 6.076 -1.015
3.588 4.433 6.072 -1.009
3.598 4.444 6.068 -1.002
3.609 4.454 6.064 -0.994
3.62 4.465 6.061 -0.987
3.631 4.476 6.058 -0.979
3.641 4.486 6.056 -0.971
3.652 4.497 6.054 -0.962
3.663 4.508 6.052 -0.954
3.673 4.519 6.05 -0.945
3.684 4.529 6.048 -0.935
3.695 4.54 6.047 -0.926
3.706 4.551 6.046 -0.916
3.716 4.561 6.046 -0.906
3.727 4.572 6.045 -0.896
3.738 4.583 6.045 -0.885
3.749 4.594 6.045 -0.875
3.759 4.604 6.045 -0.864
3.77 4.615 6.045 -0.853
3.781 4.626 6.046 -0.841
3.791 4.637 6.047 -0.83
3.802 4.647 6.047 -0.818
3.813 4.658 6.049 -0.807
3.824 4.669 6.05 -0.795
3.834 4.679 6.051 -0.783
3.845 4.69 6.053 -0.77
3.856 4.701 6.054 -0.758
3.867 4.712 6.056 -0.745
3.877 4.722 6.058 -0.733
3.888 4.733 6.06 -0.72
3.899 4.744 6.062 -0.707
3.909 4.755 6.065 -0.694
3.92 4.765 6.067 -0.681
3.931 4.776 6.07 -0.667
3.942 4.787 6.072 -0.654
3.952 4.797 6.075 -0.64
3.963 4.808 6.078 -0.627
3.974 4.819 6.081 -0.613
3.984 4.83 6.084 -0.599
3.995 4.84 6.087 -0.585
4.006 4.851 6.091 -0.571
4.006 4.851 6.091 -0.571
4.016 4.861 6.094 -0.558
4.026 4.871 6.097 -0.545
4.036 4.881 6.1 -0.532
4.046 4.891 6.104 -0.518
4.056 4.901 6.107 -0.505
4.066 4.911 6.11 -0.491
4.076 4.921 6.114 -0.478
4.086 4.931 6.117 -0.464
4.096 4.941 6.121 -0.451
4.106 4.951 6.125 -0.437
4.116 4.961 6.129 -0.423
4.126 4.972 6.132 -0.409
4.136 4.982 6.136 -0.395
4.146 4.992 6.14 -0.381
4.157 5.002 6.144 -0.367
4.167 5.012 6.148 -0.353
4.177 5.022 6.152 -0.339
4.187 5.032 6.156 -0.325
4.197 5.042 6.16 -0.311
4.207 5.052 6.164 -0.297
4.217 5.062 6.168 -0.283
4.227 5.072 6.173 -0.269
4.237 5.082 6.177 -0.254
4.247 5.092 6.181 -0.24
4.257 5.102 6.185 -0.226
4.267 5.112 6.19 -0.211
4.277 5.122 6.194 -0.197
4.287 5.132 6.198 -0.182
4.297 5.142 6.203 -0.168
4.307 5.152 6.207 -0.154
4.317 5.162 6.212 -0.139
4.327 5.172 6.216 -0.125
4.337 5.182 6.221 -0.11
4.347 5.192 6.225 -0.095
4.357 5.202 6.23 -0.081
4.367 5.213 6.234 -0.066
4.377 5.223 6.239 -0.052
4.387 5.233 6.243 -0.037
4.398 5.243 6.248 -0.022
4.408 5.253 6.253 -0.008
4.418 5.263 6.257 0.007
4.428 5.273 6.262 0.022
4.438 5.283 6.267 0.036
4.448 5.293 6.271 0.051
4.458 5.303 6.276 0.066
4.468 5.313 6.281 0.081
4.478 5.323 6.286 0.095
4.488 5.333 6.29 0.11
4.498 5.343 6.295 0.125
4.508 5.353 6.3 0.14
4.518 5.363 6.305 0.155
4.528 5.373 6.309 0.169
4.538 5.383 6.314 0.184
4.548 5.393 6.319 0.199
4.558 5.403 6.324 0.214
4.568 5.413 6.329 0.229
4.578 5.423 6.333 0.244
4.588 5.433 6.338 0.259
4.598 5.443 6.343 0.273
4.608 5.453 6.348 0.288
4.618 5.464 6.353 0.303
4.628 5.474 6.358 0.318
4.639 5.484 6.362 0.333
4.649 5.494 6.367 0.348
4.659 5.504 6.372 0.363
4.669 5.514 6.377 0.378
4.679 5.524 6.382 0.393
4.689 5.534 6.387 0.408
4.699 5.544 6.392 0.423
4.709 5.554 6.397 0.438
4.719 5.564 6.402 0.452
4.729 5.574 6.407 0.467
4.739 5.584 6.411 0.482
4.749 5.594 6.416 0.497
4.759 5.604 6.421 0.512
4.769 5.614 6.426 0.527
4.779 5.624 6.431 0.542
4.789 5.634 6.436 0.557
4.799 5.644 6.441 0.572
4.809 5.654 6.446 0.587
4.819 5.664 6.451 0.602
4.829 5.674 6.456 0.617
4.839 5.684 6.461 0.632
4.849 5.694 6.466 0.647
4.859 5.705 6.471 0.662
4.869 5.715 6.476 0.677
4.88 5.725 6.481 0.692
4.89 5.735 6.486 0.707
4.9 5.745 6.491 0.722
4.91 5.755 6.496 0.737
4.92 5.765 6.501 0.752
4.93 5.775 6.506 0.767
4.94 5.785 6.511 0.782
4.95 5.795 6.516 0.797
4.96 5.805 6.521 0.812
4.97 5.815 6.526 0.827
4.98 5.825 6.531 0.842
4.99 5.835 6.536 0.857
5.0 5.845 6.541 0.872
